ts,cpu_total,cpu_max_core,ram_used_gb,cpu_server_pct,cpu_client_pct,gpu0_util,gpu0_memutil,gpu0_mem_mib,gpu0_power_w
1785126539.519,5.6,100.0,72.87,35.0,0.0,0,0,0,33.18
1785126540.519,5.7,100.0,72.87,34.0,0.0,0,0,0,33.18
1785126541.519,5.8,100.0,72.90,19.0,0.0,0,0,0,33.15
1785126542.519,5.8,100.0,72.89,16.0,0.0,0,0,0,33.11
1785126543.519,8.0,100.0,72.89,16.0,0.0,0,0,0,33.15
1785126544.520,5.7,100.0,72.88,19.0,0.0,0,0,0,33.24
1785126545.520,5.5,100.0,72.88,13.0,0.0,0,0,0,33.28
1785126546.520,6.2,100.0,72.90,15.0,0.0,0,0,0,33.28
1785126547.520,5.3,100.0,72.89,14.0,0.0,0,0,0,33.22
1785126548.520,5.6,100.0,72.87,29.0,0.0,0,0,0,33.17
1785126549.520,7.0,100.0,72.88,13.0,0.0,0,0,0,33.13
1785126550.520,8.4,100.0,72.89,20.0,0.0,0,0,0,33.09
1785126551.520,5.8,100.0,72.89,14.0,0.0,0,0,0,33.14
1785126552.520,5.5,100.0,72.88,16.0,0.0,0,0,0,33.18
1785126553.520,5.4,100.0,72.86,16.0,0.0,0,0,0,33.19
1785126554.521,5.5,100.0,72.85,10.0,0.0,0,0,0,33.14
1785126555.521,6.1,100.0,72.83,19.0,0.0,0,0,0,33.15
1785126556.521,5.3,100.0,72.83,11.0,0.0,0,0,0,33.10
1785126557.521,6.1,100.0,72.83,11.0,0.0,0,0,0,33.14
1785126558.521,9.3,100.0,72.84,12.0,0.0,0,0,0,33.19
1785126559.521,5.4,100.0,72.85,13.0,0.0,0,0,0,33.19
1785126560.521,5.6,100.0,72.84,11.0,0.0,0,0,0,33.29
1785126561.521,5.3,100.0,72.88,21.0,0.0,0,0,0,33.24
1785126562.521,7.4,100.0,72.89,36.0,0.0,0,0,0,33.13
1785126563.522,7.2,100.0,72.85,14.0,0.0,0,0,0,33.14
1785126564.522,7.2,100.0,72.83,19.0,0.0,0,0,0,33.14
1785126565.522,6.7,100.0,72.84,16.0,0.0,0,0,0,33.19
1785126566.522,8.0,100.0,72.85,16.0,0.0,0,0,0,33.24
1785126567.522,6.2,100.0,72.85,16.0,0.0,0,0,0,33.14
1785126568.522,7.2,100.0,72.84,18.0,0.0,0,0,0,33.19
1785126569.522,6.6,100.0,72.83,19.0,0.0,0,0,0,33.19
1785126570.522,6.2,100.0,72.81,17.0,0.0,0,0,0,33.14
1785126571.522,5.9,100.0,72.81,7.0,0.0,0,0,0,33.19
1785126572.523,6.6,100.0,72.82,7.0,0.0,0,0,0,33.28
1785126573.523,6.2,100.0,72.84,15.1,0.0,0,0,0,33.24
1785126574.523,5.3,100.0,72.85,16.9,0.0,0,0,0,33.15
1785126575.523,5.3,100.0,72.85,15.0,0.0,0,0,0,33.15
1785126576.523,6.1,100.0,72.87,16.0,0.0,0,0,0,33.11
1785126577.523,5.5,100.0,72.86,15.0,0.0,0,0,0,33.11
1785126578.523,5.6,100.0,72.84,17.0,0.0,0,0,0,33.16
1785126579.523,5.3,100.0,72.86,20.0,0.0,0,0,0,33.16
1785126580.523,6.9,100.0,72.86,20.0,0.0,0,0,0,33.11
1785126581.524,5.7,100.0,72.85,37.0,0.0,0,0,0,33.11
1785126582.524,5.7,100.0,72.86,31.0,0.0,0,0,0,33.15
1785126583.524,5.3,100.0,72.84,17.0,0.0,0,0,0,33.20
1785126584.524,6.1,100.0,72.82,14.0,0.0,0,0,0,33.15
1785126585.524,5.8,100.0,72.82,15.0,0.0,0,0,0,33.15
1785126586.524,5.4,100.0,72.84,24.0,0.0,0,0,0,33.20
1785126587.524,5.4,100.0,72.86,21.0,0.0,0,0,0,33.24
1785126588.524,6.4,100.0,72.88,25.0,0.0,0,0,0,33.29
1785126589.524,7.4,100.0,72.89,185.0,0.0,0,0,0,33.24
1785126590.524,5.9,100.0,72.87,45.0,0.0,0,0,0,33.15
1785126591.524,5.5,100.0,72.87,25.0,0.0,0,0,0,33.15
1785126592.525,5.5,100.0,72.88,31.1,0.0,0,0,0,33.19
1785126593.525,6.5,100.0,72.90,11.0,0.0,0,0,0,33.24
1785126594.525,5.5,100.0,72.89,20.0,0.0,0,0,0,33.29
1785126595.525,7.4,100.0,72.89,34.0,0.0,0,0,0,33.24
1785126596.525,6.8,100.0,72.91,34.0,0.0,0,0,0,33.14
1785126597.525,7.6,100.0,72.91,15.0,0.0,0,0,0,33.19
1785126598.525,6.8,100.0,72.51,34.0,0.0,0,0,0,33.20
1785126599.525,6.3,100.0,72.50,20.0,0.0,0,0,0,33.10
1785126600.525,6.5,100.0,72.48,27.0,0.0,0,0,0,33.13
1785126601.525,7.1,100.0,72.48,21.0,0.0,0,0,0,33.14
1785126602.525,7.7,100.0,72.57,30.0,0.0,0,0,0,50.39
1785126604.682,9.2,100.0,72.95,25.5,0.0,0,0,0,50.39
1785126605.682,7.5,100.0,72.95,19.1,0.0,0,0,0,67.58
1785126606.682,9.0,100.0,73.41,41.8,0.0,0,0,3,33.43
1785126607.683,7.6,100.0,73.76,21.0,0.0,0,0,267,64.96
1785126608.683,8.7,100.0,74.18,28.0,0.0,0,0,267,103.34
1785126609.683,10.2,100.0,73.54,14.0,0.0,7,1,0,103.76
1785126610.683,9.5,90.9,73.15,12.0,0.0,0,0,0,103.66
1785126611.683,8.1,100.0,73.15,17.0,0.0,0,0,0,103.97
1785126612.683,7.5,100.0,73.16,15.0,0.0,0,0,0,69.26
1785126613.683,7.7,100.0,73.16,42.0,0.0,0,0,0,34.11
1785126614.683,7.0,100.0,73.15,50.0,0.0,0,0,0,33.57
1785126615.683,6.4,100.0,73.14,26.0,0.0,0,0,0,33.42
1785126616.683,6.0,100.0,73.12,22.0,0.0,0,0,0,33.39
1785126617.684,7.7,99.0,73.10,35.0,0.0,0,0,0,33.38
1785126618.684,9.1,100.0,73.10,32.0,0.0,0,0,0,33.33
1785126619.684,7.6,100.0,73.10,27.0,0.0,0,0,0,33.33
1785126620.684,7.4,100.0,73.09,40.0,0.0,0,0,0,33.33
